name,smiles,Tox-score,SAscore
,CCN(CCO)CCCC(C)Nc1ccnc2cc(N)ccc12,0.5170888921049213,0.15147944662158366
,CCN(CCO)CCCC(C)Nc1ccnc2cc(O)ccc12,0.5361888305223498,0.14929119196788654
,CCN(CCO)CCCC(C)Nc1ccnc2cc(C=O)ccc12,0.5010547921438291,0.13938980787980576
,CCN(CCO)CCCC(C)Nc1ccnc2cc(CO)ccc12,0.5207639124694695,0.1507040259635723
,CCN(CCO)CCCC(C)Nc1ccnc2cc(C(=O)O)ccc12,0.5090690703948297,0.16217651932599397
,CCN(CCO)CCCC(C)Nc1ccnc2cc(NO)ccc12,0.5099904866531029,0.12844000883514356
,CCN(CCO)CCCC(C)Nc1ccnc2cc(C=NO)ccc12,0.5100380451631319,0.12158496550091343
,CCN(CCO)CCCC(C)Nc1ccnc2cc([N+](=O)[O-])ccc12,0.5073667747123977,0.14747187142678633
,CCN(CCO)CCCC(C)Nc1ccnc2cc(S(=O)O)ccc12,0.5150217445502037,0.08561899311038652
,CCN(CCO)CCCC(C)Nc1ccnc2cc(S)ccc12,0.5385180745161633,0.11749257698377388
,CCN(CCO)CCCC(C)Nc1ccnc2cc(N=C=S)ccc12,0.5141998779652689,0.10288111548153005
